Name,PlanetOfOrigin,Intelligence,TechnicalLevel,PreferredPlanetType,PreferredClimate,Colonies,ChanceInMixedPopulation,MaxPercentageOnMixedWorlds,CiadanPresence,AccessLevel,CouncilRelations,Playable,Description
Malons,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mantis,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Marzoids,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Masari,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mazians,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mebes,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mechanon,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Meklars,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mellaians,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Menoptra,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Merseians,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mesklinites,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Micronoids,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mintakans,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mirado,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mogadorians,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Monoids,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mooninites,,COMMON,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Magog,,COMMON,NONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Magolor,,COMMON,NONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Maians,,COMMON,NONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Marjosians,,COMMON,NONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Moncal,,COMMON,NONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Morthren,,COMMON,RENAISSANCE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Oasian,,COMMON,RENAISSANCE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Marrshan,,COMMON,RENAISSANCE,Y,CHEMICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nembulois,,COMMON,RENAISSANCE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nemet,,COMMON,RENAISSANCE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nephilim,,COMMON,RENAISSANCE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nitroside,,COMMON,RENAISSANCE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nairnama,,COMMON,RENAISSANCE,H,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nebular,,COMMON,RENAISSANCE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Oankali,,COMMON,RENAISSANCE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Decallian,,COMMON,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Lobster people. Bright red, with tentacles over their mouths. "
Naalu,,COMMON,RENAISSANCE,H,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Naecriggian,,COMMON,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nicassi,,COMMON,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nyronds,,COMMON,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Omicronians / Popplers,,COMMON,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Movellans,,COMMON,RENAISSANCE,D,SUBARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Muffalos,,COMMON,RENAISSANCE,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Muuh,,COMMON,RENAISSANCE,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Necris,,COMMON,RENAISSANCE,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orandoans,,COMMON,RENAISSANCE,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Origan,,COMMON,RENAISSANCE,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Eschiff,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Feline Humanoid
Gungans,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"An aquatic adapted species. They are masters of underwater combat, are fairly fast swimmers, and are proud warriors."
Malloreans,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Humanoid with purple skin, pinkish hair and slender antennae"
Moxx,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Blue, large-headed humanoid"
Mudokons,,COMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mycon,,COMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mysterons,,COMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nausajans,,COMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nebulor,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nedelehed,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nihilanth,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
NKull,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nodulians,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nomenis,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nomeno,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Obenn,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ogri,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Old Ones,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Optera,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orfa,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orishan,,COMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,A race of red-shelled mollusk-like humanoids. They are quite durable in spite of their thin appearance.
Sall Gemaris,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Green-skinned cephalopodic humanoids
Sevod,,COMMON,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,"An avian species with reptilian characteristics.  They have scales and eye-turrets; unlike birds, sevod and related species had featherless wings. The Sevod is renowned for making musical sounds in the evening and are related to squazeffi."
Mungo-gatto,,COMMON,RENAISSANCE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mutons,,COMMON,RENAISSANCE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Necrons,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Niea,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nietnotans,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nodenian,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nomads,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Novus,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orgrim,,COMMON,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vauvusar,,COMMON,SPACEFARING,M,MARSHY,1,0%,0%,0%,L4,OUTSIDE,FALSE,An amphibianoid species. Their skin is poisonous to most other creatures.
Orz,,COMMON,SPACEFARING,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kzinti,,COMMON,SPACEFARING,M,SUBTROPICAL,1,0%,0%,0%,L1,OUTSIDE,FALSE,Felinoid - large bi-pedal tigers. Aggressive spacefaring carnivores. Luckily they do not have a stargate in their system and cannot yet travel faster than light.
Oscar,,COMMON,SPACEFARING,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Owa,,COMMON,SPACEFARING,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ortog,,COMMON,SPACEFARING,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pagh,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pak,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pakled,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pascians,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pemalites,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pentannen,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pequos,,COMMON,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pfifltrig,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Phax,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Phentari,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Phibians,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Phleebhutinskis,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pinkunz,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Pisciss,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Plerkappi,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Plod,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Polionation,,COMMON,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Raxacoricofallapatorians,,COMMON,STONE,H,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Talsi Hal Mi,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thanagarian,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thargoids,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tzenkethi,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Unam,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vhorwex,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Viltrumites,,COMMON,STONE,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Protheans,,COMMON,STONE,Y,CHEMICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Quardians,,COMMON,STONE,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Rachiel,,COMMON,STONE,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sanghemm,,COMMON,STONE,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Shognorgoths,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Shonunin,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Strogg,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sullhs,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Temarkians,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tokustar,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Torians,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vykeen,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Waldahudin,,COMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Raiel,,COMMON,STONE,H,FIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Schniarfeurs,,COMMON,STONE,M,FIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Swaparamans,,COMMON,STONE,M,FIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tsufurujin,,COMMON,STONE,M,FIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Regul,,COMMON,STONE,H,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Snovemdomas,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Solaris,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Solomon,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Solon,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sona,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Talarian,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tallerian,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Talokians,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thals,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Umgah,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Valdians,,COMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Drophyd,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,Intelligent fish-like creatures
Frood,,COMMON,STONE,H,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,A squid-like but still vaguely humanoid species
Krellepem,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L3,PROTECTED,FALSE,"An aquatic species. Their uncanny physiology resembled Earths extinctÿtrilobitesÿand they were first assumed to be less evolved, though it turned out they are intelligent beings. "
Pfhor,,COMMON,STONE,L,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Promethians,,COMMON,STONE,R,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Raxxons,,COMMON,STONE,H,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Rencors,,COMMON,STONE,H,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Scrin,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sebcaeans,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sectoids,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Seelayh,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Serazou,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sliando,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Snakemen,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tachidi,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tagorians,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tak Tak,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Talar ,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thalan,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thallians,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tractators,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Traeki,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Turians,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Twigs,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tworres,,COMMON,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
